NAME,S2405_C01_001E,S2405_C01_001M,S2405_C01_002E,S2405_C01_002M,S2405_C01_003E,S2405_C01_003M,S2405_C01_004E,S2405_C01_004M,S2405_C01_005E,S2405_C01_005M,S2405_C01_006E,S2405_C01_006M,S2405_C01_007E,S2405_C01_007M,S2405_C01_008E,S2405_C01_008M,S2405_C01_009E,S2405_C01_009M,S2405_C01_010E,S2405_C01_010M,S2405_C01_011E,S2405_C01_011M,S2405_C01_012E,S2405_C01_012M,S2405_C01_013E,S2405_C01_013M,S2405_C01_014E,S2405_C01_014M
"Crenshaw County, Alabama",5612,0.04846756949394156,0.0548823948681397,0.01781895937277263,0.06895937277263008,0.01728439059158945,0.17640769779044904,0.03153955808980755,0.030114041339985742,0.008731290092658588,0.11671418389166073,0.021026372059871703,0.057020669992872426,0.016749821810406268,0.021560940841054883,0.014433357091945832,0.041874554526015684,0.013186029935851749,0.07377049180327869,0.021204561653599432,0.2018888096935139,0.030114041339985742,0.033143264433357085,0.012651461154668569,0.04846756949394156,0.014255167498218103,0.0751960085531005,0.015146115466856737
"Cullman County, Alabama",33003,0.03181528951913462,0.024119019483077292,0.006060055146501833,0.10096051874072054,0.013301821046571523,0.17180256340332695,0.017452958821925282,0.02960336939066145,0.0070599642456746345,0.14032057691724995,0.019270975365875832,0.05769172499469745,0.010271793473320608,0.009574887131472896,0.004242038602551283,0.03896615459200679,0.007908371966184892,0.0783868133200012,0.011786807259946066,0.20079992727933824,0.015725843105172256,0.06302457352361908,0.011453504226888464,0.05199527315698573,0.010605096506378208,0.03275459806684241,0.0071811653486046735
"Dale County, Alabama",18025,0.03300970873786408,0.02080443828016644,0.006657420249653261,0.056865464632454926,0.01492371705963939,0.1150624133148405,0.015312066574202497,0.022690707350901524,0.006823855755894591,0.16565880721220527,0.020138696255201108,0.1020249653259362,0.016865464632454925,0.007600554785020804,0.005048543689320388,0.03478502080443828,0.010097087378640776,0.06940360610263523,0.01248266296809986,0.17370319001386966,0.017475728155339806,0.09192787794729544,0.01647711511789182,0.05337031900138696,0.01231622746185853,0.08610263522884883,0.01680998613037448
"Dallas County, Alabama",14295,0.03875480937390696,0.01881776845050717,0.007205316544246241,0.051556488282616296,0.01392095138160196,0.2614900314795383,0.025953130465197618,0.011822315494928296,0.005386498775795733,0.10668065757257784,0.017278768800279818,0.047778943686603716,0.012871633438265128,0.006155998600909409,0.004547044421126268,0.03434767401189227,0.009373906960475692,0.05414480587618048,0.011752360965372508,0.2268625393494229,0.02042672263029031,0.05883175935641832,0.014970269324938787,0.05876180482686254,0.015180132913606157,0.0627492130115425,0.012451906260930396
"DeKalb County, Alabama",28637,0.025980375039284843,0.029402521213814294,0.008695044872018717,0.07525229598072422,0.010964835702063764,0.2843524112162587,0.023780423927087336,0.017739288333275132,0.004434822083318783,0.1253622935363341,0.016866291860180883,0.06372874253588015,0.011418793868072772,0.0088347243077138,0.004015783776233544,0.03816740580368056,0.009114083179103956,0.043684743513636215,0.009463281768341656,0.1669867653734679,0.01560917693892517,0.06659217096762929,0.011733072598386702,0.042532388169151794,0.008939483884485106,0.037364249048433835,0.008625205154171178
"Elmore County, Alabama",33811,0.024843985685132058,0.014551477329863062,0.004820916269853006,0.08115701990476472,0.01103191269113602,0.11493300996717044,0.01676969033746414,0.02147230191357842,0.005294135044807902,0.1214101919493656,0.015231729318860725,0.047026115761142816,0.008961580550708349,0.013250125698737096,0.004613883055810239,0.0582946378397563,0.010262932181834314,0.08340480908580047,0.010884031823962616,0.200556032060572,0.019017479518499896,0.08044719174233238,0.012333264322261986,0.04696696341427346,0.008192600041406643,0.11653012333264323,0.01239241666913135
"Escambia County, Alabama",12182,0.0485142012805779,0.02331308487933016,0.008044656049909702,0.07584961418486291,0.0178131669676572,0.17673616811689374,0.026432441306846167,0.019208668527335413,0.008783450993268757,0.11484156952881301,0.023230996552290262,0.0629617468395994,0.013380397307502873,0.0096864225907076,0.00582827121983254,0.034230832375636185,0.01182071909374487,0.05253652930553275,0.013462485634542769,0.19799704482022654,0.02799211952060417,0.09013298308980464,0.023559349860449844,0.04588737481530127,0.011902807420784764,0.09661796092595633,0.019947463470694468
"Etowah County, Alabama",42367,0.023367243373380225,0.007033776288148795,0.0027615833077631177,0.06089645242759695,0.008402766303962991,0.1897703401232091,0.014752047584204687,0.02596360374820025,0.005145514197370595,0.11827601671111952,0.012958198597965398,0.04628602450020063,0.00708098284041825,0.01907144711685982,0.005216324025774778,0.03937026459272547,0.0067269336983973365,0.05556211202114854,0.00842636958009772,0.2333419878679161,0.01746642433969835,0.09564047489791584,0.014657634479665775,0.056883895484693275,0.008473576132367173,0.05190360422026577,0.007505841810843346
"Fayette County, Alabama",6380,0.05595611285266458,0.03949843260188088,0.012852664576802508,0.04655172413793104,0.02037617554858934,0.23495297805642634,0.03714733542319749,0.027115987460815047,0.012225705329153605,0.12586206896551724,0.02836990595611285,0.07366771159874608,0.022884012539184952,0.016927899686520375,0.01426332288401254,0.031974921630094036,0.013636363636363636,0.04012539184952978,0.016614420062695926,0.2459247648902821,0.03448275862068965,0.04310344827586207,0.014576802507836991,0.04075235109717868,0.013009404388714731,0.0335423197492163,0.01128526645768025
"Franklin County, Alabama",12849,0.041404000311308274,0.020079383609619427,0.010039691804809714,0.09946299322904506,0.021558097906451863,0.2940306638648922,0.0370456844890653,0.023892909954082032,0.013464082808000622,0.09097984278932213,0.016654992606428515,0.044361428904973146,0.013931045217526656,0.027395128025527283,0.014553661763561366,0.03618958673826757,0.010351000077827069,0.0544789477780372,0.016032376060393806,0.18055879835006616,0.027706436298544638,0.062261654603471085,0.020468518950891117,0.03416608296365476,0.010195345941318393,0.032142579189041946,0.009728383531792357
"Geneva County, Alabama",10047,0.0512590823131283,0.05573803125311038,0.01642281277993431,0.09196775156763212,0.025679307255897284,0.1505922165820643,0.023788195481238183,0.05673335323977308,0.015128894197272818,0.10182143923559273,0.01761719916392953,0.07285756942370858,0.016621877177266847,0.005872399721309844,0.0046780133373146215,0.0265750970438937,0.008360704687966557,0.058723997213098435,0.017517666965263263,0.21070966457649049,0.02707275803722504,0.04857171294913905,0.013934507813277595,0.05583756345177665,0.014730765402607744,0.06399920374241068,0.015626555190604158
"Greene County, Alabama",2204,0.1297640653357532,0.024047186932849362,0.01860254083484573,0.05716878402903811,0.04310344827586207,0.265426497277677,0.09482758620689656,0.003176043557168784,0.006352087114337568,0.08484573502722323,0.04582577132486389,0.020871143375680586,0.014519056261343012,0.00998185117967332,0.014065335753176044,0.06079854809437385,0.04219600725952813,0.06261343012704174,0.038112522686025406,0.25272232304900183,0.07531760435571687,0.05308529945553539,0.03357531760435572,0.009528130671506351,0.013611615245009073,0.09573502722323048,0.046733212341197816
"Hale County, Alabama",5083,0.06531575841038757,0.050363958292347036,0.01514853433012001,0.0629549478654338,0.02282116860121975,0.20047216210899074,0.03521542396222703,0.009836710603974029,0.005311823726145977,0.11626991933897304,0.02872319496360417,0.0375762345071808,0.014558331693881566,0.0,0.003737950029510132,0.03777296871926028,0.017902813299232736,0.09266181388943537,0.02616565020657092,0.2384418650403305,0.035018689750147554,0.07121778477277199,0.02891992917568365,0.052921503049380286,0.0243950422978556,0.029510131811922094,0.01239425536100728
"Henry County, Alabama",6868,0.04440885264997088,0.04411764705882353,0.015579499126383229,0.034653465346534656,0.014560279557367503,0.11342457775189285,0.026062900407687828,0.043535235876528834,0.01601630751310425,0.1188118811881188,0.028246942341292956,0.11677344205008736,0.024024461269656374,0.012376237623762377,0.0093185789167152,0.032906231799650555,0.013541059988351777,0.07716948165404776,0.023878858474082703,0.23835177635410604,0.0297029702970297,0.10468841001747234,0.024024461269656374,0.041788002329644726,0.017326732673267328,0.021403610949330226,0.00844496214327315
"Houston County, Alabama",44291,0.013275834819715069,0.015330428303718587,0.003341536655302432,0.057551195502472285,0.004560745975480346,0.09593371113770292,0.005305818337811293,0.03657627960533743,0.004154342868754374,0.14465692804407215,0.007315255921067486,0.07841322164773881,0.00577995529565826,0.014336998487277324,0.002190061186245513,0.04199498769501705,0.0027996658463344697,0.07617800456074597,0.005192928585942968,0.237565193831704,0.010521324874127928,0.10103632792215124,0.0089860242487187,0.053419430584091585,0.004086609017633379,0.047007292677970686,0.003928563365017724
"Jackson County, Alabama",20189,0.03927881519639408,0.016989449700331862,0.005993362722274506,0.07196988459061865,0.013026895834365249,0.2756946852246273,0.03269106939422458,0.012977363911040663,0.004903660409133687,0.1284858091039675,0.01862400317004309,0.05304868988062807,0.01213532121452276,0.007627916191985734,0.0051513200257566,0.04215166674921987,0.009955916588241121,0.06429243647530834,0.013373619297637328,0.19426420327901334,0.020357620486403487,0.05260290257070682,0.010054980434890287,0.050522561791074345,0.012432512754470257,0.029372430531477537,0.007776511961959482
"Jefferson County, Alabama",302428,0.008038276879124949,0.0071785681219992846,0.0013193222849736134,0.05209504410967238,0.003045352943510521,0.09094396021532396,0.004096842884918063,0.029114367717274856,0.0020236221513880988,0.10846879257211632,0.005422778314177258,0.05527596651103734,0.003005674077797029,0.02197217188884627,0.0021128995992434558,0.08559392648828812,0.004067083735632943,0.1066832436150092,0.004579602417765551,0.2536967476556404,0.005892311558453583,0.09230957451029667,0.005002843652042801,0.05626463158173185,0.003452061317073816,0.040403005012763366,0.002503075112092796
"Lamar County, Alabama",5338,0.056388160359685274,0.03353315848632447,0.016860247283626825,0.0846759085799925,0.02678905957287373,0.2291120269763957,0.04046459348070439,0.029411764705882356,0.014986886474334956,0.07662045710003748,0.02491569876358186,0.06669164481079055,0.026414387411015358,0.01236418134132634,0.008055451479955041,0.039340576995129266,0.015548894717122518,0.0775571375046834,0.03184713375796178,0.1824653428250281,0.0387785687523417,0.03259647808167853,0.015548894717122518,0.0674409891345073,0.02454102660172349,0.06819033345822405,0.02678905957287373
"Lauderdale County, Alabama",40130,0.023548467480687764,0.00971841515076003,0.00348866184899078,0.07104410665337653,0.010590580613007723,0.13648143533516072,0.01171193620732619,0.027610266633441315,0.005058559681036631,0.13625716421629702,0.013531024171442809,0.06307002242711189,0.008945925741340642,0.01295788686768004,0.0049838026414154,0.04054323448791428,0.006503862447047097,0.07749813107400946,0.009519063045103414,0.2267630201844007,0.016172439571392968,0.10436082731123847,0.011836531273361577,0.053600797408422635,0.007675056067779715,0.040094692250186886,0.0073760279092947925
"Lawrence County, Alabama",12568,0.045273711012094216,0.0274506683640993,0.009468491406747295,0.08935391470401019,0.020687460216422662,0.24140674729471676,0.025143220878421392,0.02928071292170592,0.012014640356460852,0.09333227243793762,0.017743475493316358,0.07574793125397836,0.017425206874602164,0.011855506047103757,0.009309357097390196,0.0369191597708466,0.01098026734563972,0.061903246339910886,0.01782304264799491,0.19191597708465946,0.02299490770210057,0.04941120305537874,0.0120942075111394,0.05060471037555697,0.013526416295353278,0.04081795035009548,0.012969446212603436
